text,label,target
সর্বকালের শ্রেষ্ঠ বেহায়া। তিনি হলো বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা।,Personal,0
এইবার হবে নোংরামো ভারতীয় এবং বাংলাদেশীরা নোংরা ভাষায় পরস্পর কে গালি দিবেন। মা বোন কিছুই বাদ যাবেনা যদিও এখানে তাদের কোনো দোষ নেই।,Geopolitical,3
আমি এখন ইনশাআল্লাহ সৌদি আরব আছি তারা হল জারজ সন্তান ,Geopolitical,3
"মাগির ঘরের মাগি, তুই মর অপু ",Personal,0
 নয়া দিগন্ত খুশি হয়ছে।শালা রাজাকার মিডিয়া ,Political,1
টয়ার বোধা সব সময় খোলা থাকে । ,Personal,0
"বলছিলাম হজ্জ্বে যারা যায় তারা সবাই বেকার, প্রধানমন্ত্রী চাকরি খাইছে, এখন আমি নিজেই বেকার।",Religious,2
ছাত্রলীগের এসব যুক্তি হীন কথা কবে যে বন্ধ হবে।RUBBISH,Political,1
আহা  সানাইর বুকে দুইটা বস্তা ঝুলে ,Personal,0
মোদী একজন উগ্রপন্হী। এই মোদীর উস্কানিতে মহারাষ্ট্রে বেশি মুসলিমকে হত্যা করা হয়। এই মোদী সন্ত্রাসী কর্মকাণ্ডের জন্য এমেরিকার ভিসা বন্ধ ছিল। এই মোদীর নেতৃত্বে চলছে কাশ্মীর হত্যাকাণ্ড। শিবসেনার মতো একটা জঙ্গি সংগঠন মোদীর জোটে। এই মোদীর উস্কানিতে ভারতে গরু জবাইয়ের মিথ্যা গুজব ছড়িয়ে মুসলিমদের হত্যা করছে। সুতরাং মমতা সঠিক ও সত্য কথাই বলেছেন।,Geopolitical,3
"২টা স্তনের গল্প, কি বলেন সবাই",Personal,0
বাংলাদেশ ও ভারতে জনগণ শুধু নাসিরনগর নিয়ে আছে,Geopolitical,3
"ভারতবর্ষের এক চরম সত্য টাকার অভাবে পড়াশুনা ছেড়ে দিয়েছে এমন অনেককেই পাবেন কিন্তু টাকার অভাবে মদ, জুয়া ছেড়ে দিয়েছে এমন একজন লোককেও পাবেন না।",Personal,0
"ভারতের সাথে প্রতিরক্ষা চুক্তি, শেয়ালের কাছে মুরগী বর্গা দেয়ার সামিল।",Personal,0
ভারত অন্য দেশের সংখ্যালঘু বা বিপদগ্রস্থ হিন্দুুুদের সার্বিক সহায়তা করতে সর্বদা প্রস্তুত ৷ হিন্দুুুদের অবস্থান যদি এমনটা হয়ে থাকে তাহলে বর্তমানে যে রোহিঙ্গাদের পিঠ দেয়ালে ঠেকে গিয়েছে এমন মুসলিম ভাইয়ের এমন বিপদের সময় আমরা মুসলিম হিসাবে তাদের জন্য সার্বিক সাহায্যর হাত বাড়িয়ে দেয়া উচিত কি না তার বিচার আপনার বিবেকের আদালতের উপর ছেড়ে দিলাম ৷,Geopolitical,3
ভারত কি শুধু গন্ডগোল করে বেড়ায় ।,Geopolitical,3
রাষ্ট্রীয় পৃষ্ঠপোষকতায় বিএনপি-জামায়াতের সন্ত্রাস বিএনপি জামায়াতের নৃশংসতার জীবন্ত দলিল।,Political,1
ওরা মালাউনদের খুদকুড়ো খাওয়া মুক্ত মনা।,Religious,2
"রানু মন্ডলকে ধিক্কার দেন, মার শালী কে ",Personal,0
জাতীয় রাজাকার নির্বাচনে আওয়ামীলীগ সরকারিভাবে নির্বাচিত।,Political,1
সাংবাদিক ভাই আপনি এসব তুলে ধরেছেন আমার মনে হয় আপনাকে ও মেরে ফেলতে পারে আওয়ামী লীগ আপনি সাবধানে থাকবেন ,Political,1
পাকিস্তান নাকি ভারত কে জিতবে?এই যুদ্ধে কে জিতবে কে বলতে পারবে?,Geopolitical,3
বৃটিশ নাগরিকদের বাংলাদেশ ভ্রমনে সতর্কতা জারী। ২৩ আগ্নেয়াস্ত্রসহ যুবলীগ নেতা গ্রেফতার।,Geopolitical,3
এশালা খমতা ছেড়ে নির্বাচন দেনা খানকির পোলা,Personal,0
কে রে বাড়া তুই? তোরে তো দেইখা আমার পরিচিত মনে হয়।,Personal,0
"তোদের সকল বিবেক বিসর্জন দিয়ে ই তোরা বিবশ্র লীগয়েই পরিনত হয়ে চিছ শালা শালা ভাদা,! ",Political,1
খানকির পোলা তোরে আমি খুইজা বেড়াইতাছি,Personal,0
 তুমি সহ তোমার এই গ্রুপ মনে হয় ইহুদী।তাই তোমাদের এমন আহ্বান । কারণ কোন সত্যিকারের মুসলিম কোন মুসলিমকে ভালো কোন কাজ থেকে বিরত থাকার আহ্বান জানায়না । বুঝেছ মালাউনের জাত । ,Religious,2
তোর ভোদায় কাচা মরিস দিমু।,Personal,0
আজ বড়ভাই নাই বলে ভাবী পেলাম না।,Personal,0
আমাদের  দেশের আইন বালের আইন!,Geopolitical,3
"শিবগঞ্জে পুড়ে যাওয়া এক বাড়ি, আতঙ্কে কাঁদছেন গ্রামবাসী।",Geopolitical,3
এই মহিলার যউনাংগে ছুরি ডুকিয়ে মেরে ফেলা উচিত ,Personal,0
মালাউন কা বাচ্চা কাভি নেহি আচ্ছা ও ভি সাচ্ছা ও তো শুয়োর কা বাচ্চা,Religious,2
 এই মাজিদ তুই কেরে তোর কি মাথা ঠিক আছেরে নাকি তুই কোন মালাউন ভুয়া আইডি চালাস শালা সাড়ে হারামজাদা কোথাকার ,Religious,2
"ফাস করলেন ভয়াবহ সত্য, এ যেন জীবনের সকল গোমর ফাস হয়ে গেল।",Personal,0
কি আবাল তোরে আমি ট্যাংক ফাইটার আর জাহজের নাম বলতে বলেছি যা পাকিস্তান বানিয়েছে।। ভারতের মিসাইলের নাম শুন অগ্নি পৃথি সুরিয়া নিরভয় ব্রামস অস্ত্র ব্ররুনাস্ত্র নাগ আকাশ ট্রিশুল ধনুষ প্রহার সাগারিকা কে বারাক আরো অনেক মিসাই। তোকে ট্যাংক ফাইটার জাহজের নাম বলতে বলেছি।,Geopolitical,3
"৭১ দেখিনি, আজ আওয়ামীলীগের শাসনামলে ৭১ অনুভব করি।",Geopolitical,3
শেয়ার বাজারে লুটপাটের তিন মহা চোর এক মঞ্চে ভোট লুটপাটের চেষ্টায় ব্যস্ত ,Geopolitical,3
"শয়তান যখন বলে তুই কি কি গালি পাড়স? আমি তখন বলি শয়তান তোর মারে চুদি, শয়তান বলে, এত খারাপ কথা ভাল না ",Personal,0
মেয়েদের সেক্স উঠলে কিভাবে বুঝবেন? ৫টি গোপন কথা জেনে নিন ,Personal,0
ভারতে মুসলিম নিরযাতনের বিচার হয়না কেনো কানার গরের কানা ওইগুলা চখে পরেনা,Geopolitical,3
মোনালিসার হটনেস এর কাছে সস্তিকার হটনেস ফিকে পরে যায় ,Personal,0
মাননীয় প্রধান মন্ত্রী আপনাকে বলছি স্বরন করুণ সেই এর কথা যেদিন আমাদের দেশের জনগণ এরুপ একটি পরিস্থিতির মোকাবিলা করেছিল আমাদের দেশের অসহায় জনগণ সেদিন বিধর্মী রাষ্ট্র ভারত তাদের সিমান্তকে উন্মক্ত করে দিয়ে কোটার ও বেশি স্বরনার্থীকে আশ্রয় দেয় কিন্তু পরিস্থিতি অনুকুলে আশায় বাংলার জনগণ আবার বাংলায় ফিরে আর আমি ও চায় এই রোহিঙ্গাদের এমন একটি সুযোগ দেওয়া হোক দুর্দিন সারাজীবন থাকেনা সু দিন ও আসে যেমনি এসেছে বাংলাদেশের আরা সেই দিনের কথা স্বরন করে ভারতকে আজও সম্মানের আসন উন্মক্ত করে দেওয়া হয় আমি,Geopolitical,3
 ওই ইন্ডিয়ান আম্পায়ার রবি হালার পোরে থার্ড আম্পায়ার দিতে কইছে কেডা? ,Personal,0
বয়স বেশি হলে ওরকমই বলে এটা আমি জানি আমাদের পাশে যাদের বয়স্ক লোক আছে অনেকে বলে ৭২ বছর বয়স হলে ওরকমই হয়ে যায় ,Personal,0
এটা অন্যায়। অমানবিক। এরা শরণার্থী। মুক্তিযুদ্ধের সময় আমরাও আশ্রয় নিয়েছিলাম ভারতে এত সহজে ভুলে গেলে চলবে না।,Geopolitical,3
ঐ ছেড়ি তুই দুরে গিয়ে দাড়া গন্ধ বেরোচ্ছে তোর গা থেকে।,Personal,0
"সেক্স কোন সম্পরকো মানে না আমি জানি এটা উচিত নয় , কিন্তু এটাই বাস্তব ",Personal,0
"নেতাজি সিরিয়ালের গান, হাসি হাসি পরব ফাঁসি দেখবে ভারতবাসী।",Political,1
"ডাস্টবিনেরও পাশে আমার কবর দিও ভাই, যেন সকাল-সন্ধ্যা কাঁউয়াদের কা-কা শুনতে পাই ",Personal,0
ভারতীয় সব কিছু বিশেষ প্রয়োজনিও জিনিস ছাড়া সব কিছু বন্ধ করার আহ্বান জানাই এবং ধিক্কার জানাই তাদের যারা আজ ভারত প্রিতি নিয়ে ব্যস্থ,Geopolitical,3
বাংলাদেশ তোমরা ঠিক বলেছো আমরা তোমাদের মত এক ভিখারি দেশ এর সঙ্গে না থাকা ভাল ,Geopolitical,3
এতবড় সাহস! বাপ দাদার কোটার বিরুদ্ধে আন্দোলন। এক্কেরে লাল ঘোড়া দাবড়াইয়া দিমু।,Personal,0
হিন্দু বা কাফেরদের পূজা উদ্বোধন এবং অংশগ্রহণ করার ইসলামী বিধান কি?,Religious,2
"এই পৃথীবি তোমার আমার, বুড়ো লোক বলছে , আর আমরা গাঁড় মারাতে আসছি।",Personal,0
"আমি কুত্তা হইতে পারি, আওয়ামীলীগ নই আমার সাথে আওয়ামীলীগের তুলনা করবেন না ",Geopolitical,3
ইসলাম ধর্মকে অমান্য করলে আপনি ওপারে গিয়েও শান্তি পাবেন না ,Personal,0
যুদ্ধাপরাধীদের বিচার বাধা বন্ধ করা ও রাজাকারদের বাঁচাতে বিএনপি জামাতের তৈরি করেছে হেফাজতিদের। ,Political,1
ভারত আমাদের পরম বন্ধু তবে সেটা মুখে মুখে কাজে না,Geopolitical,3
"ইয়াবা সম্রাট বদির গলায় ফুলের মালা, আর ঐশির গলায় ফাঁসি ",Personal,0
আমার বুকে ভরা মৌচাক তোর লইগা বানাইছি।,Personal,0
রোহিঙ্গা অনুপ্রবেশ ভয়াবহ রূপ নিলো।,Geopolitical,3
কে কি করে খাবে সেটা তার নিজের ইচ্ছা এই গুলা ভিডিও করার কি আছে ,Personal,0
 হায়রে বাংলাদেশ অপরাধী পালিয়ে যায় আর নিরঅপরাধকে ধরে ফাঁসি দিয়ে দাও পুরাই সারকাছ চলতেছে ,Personal,0
 এটা একটা রায় হলো হেগো রে ফাঁসি হওয়া উচিত ছিলো ,Personal,0
সবই দিয়ে গেলাম আবার একটি ৫ জানুয়ারি উপহার দিলেই হবে ,Geopolitical,3
ভারতের যদি পাওয়ার থেকে থাকে তাহলে পাকিস্তানের সাথে পারে না কেন ভারতের কেউ বাংলাদেশে আসলে জামাই বাবুর মত আদর করে তার বিনিময়ে ভারত পাখির মত নিরিহ বাংলাদেশি মারবে ভারতের জমের বাপ পাকিস্তান,Geopolitical,3
ডেডি কে তোর আমি শশুর বানাবো বিয়ের পর তোকে আমি চাকর বানাবো,Personal,0
 রিয়েল গাঁজাখুরি গল্প। হালার পো এতদিন চ্যাট করছে আর কিনা ফোন নাম্বার নেয় নি। গল্প পাচ্ছে না খুঁজে তো তাই কি করবে বসে। কয়ডা গাঁজাখোরের কাছ থেকে গল্প গুলা তৈরী করেছে ,Personal,0
আমাদের দরকার পারমাণবিক অস্ত্র। ভারতের মত ছেছরা জাতি পৃথিবীতে আর একটাও নাই।,Geopolitical,3
সংবিধান তোর পোন্দের মধ্য দিমু কাদেইরে হালার পো হালা।,Personal,0
কাকের পিছনে ময়ূরপুচ্ছ লাগালেই কাক ময়ূর হয়ে যায় না কাক কাকই থাকে ,Personal,0
সমস্যা তো ওখানে নয় । সমস্যা হল সে বাংলাদেশের হয়ে কাজটা করতে পারেনি । বাংলাদেশের নাম আসে নি এসেছে বাঙালির নাম । ভারতের পশ্চিম বঙ্গে যারা থাকে তারাও বাঙালি ।,Geopolitical,3
শিক্ষক ছাত্রীকে শিখাচ্ছেন কিভাবে সোশ্যাল ডিসট্যান্স বজায় রেখে চুমু করতে হয়।,Personal,0
আমাদের মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের কোন মালাউন মারাগেছে সে ব্যাপারে খুবই সুচ্চার কিন্তু মায়ানমারে মুসলমানদের জন্য একটু আফসোস হল না সে ওকি মালাউন নাকি মুমিন,Geopolitical,3
"সকালে লা-ইলাহা ইল্লাল্লাহ, নৌকার মালিক তুই আল্লাহ, আর বিকালে হরে কৃষ্ণ হরে রাম, নৌকার মালিক ভগবান ",Geopolitical,3
সাড়াশি অভিযানে পুলিশের জঙ্গি ও সন্ত্রাসীর তালিকায় এই সোনার ছেলেরা আছে কি?,Geopolitical,3
বন্ধু যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়।,Personal,0
তুই একটা বাটপার।  মাইয়া মানুষ দেখলে হুশ থাকে না?,Personal,0
চলো আমরা সবাই মুসলিম মারা শুরু করি ,Religious,2
"উ উ উ মাগো, এতো দেখি চাপা চাপি আর ঠেলাঠেলি, টুরু লাভ।",Personal,0
বিসিবি একটু বেশিই বাড়াবাড়ি করছে।বর্তমানে এগ্রেসিভ ক্রিকেটারদের কে সে দেশের সবচেয়ে জনপ্রিয় খেলোয়াড় হিসেবে বিবেচিত হয়ে থাকে যেমন ভারতের কোহলি ইংল্যান্ডের স্টোকস অস্ট্রেলিয়ার স্টারক কিন্ত আফসোস আমাদের দেশের কিছু হলুদ মিডিয়া এবং কিছু আবাল বোর্ড কর্মকর্তা তিল কে তাল বানিয়ে এইসব উজ্জ্বল ভবিষ্যৎ নষ্ট করেই চলেছে।,Geopolitical,3
আমার মনে হয় তুমিও ওই সব কাজে লিপ্ত আছো শালী মাগি ,Personal,0
আন্তর্জাতিক মিডিয়ায় দেয়া বিভিন্ন সাক্ষাৎকারে জয় কেন বাংলাদেশ সেনাবাহিনীর সমালোচনা করে বিদ্রোহের জন্য সেনাবাহিনীকে দায়ী করলেন? এ প্রশ্নের উত্তর এখনো মেলেনি।,Geopolitical,3
"তোরা আসলেই মাগি, তাইতো তোরা পরিচয় দিলি",Personal,0
"ধুর বাল, আবার এই জায়গায়। এই যায়গায় কেন আবার আনলি?",Personal,0
আইন সবার জন্য সমান ভারতে পালিয়ে না যেয়ে দেশে আইনের মাধ্যমে জামিন নিয়ে মুক্ত জীবন যাপন করতে পারতেন। অনেক ভাল কাজ করেছেন সাথে থাকতে পারে কিছু মন্দ কাজ। আইনের মাধ্যমে লড়ে মুক্ত হওয়া উচিত ছিল।,Geopolitical,3
হা রানু মন্ডল এর  মত বেইমান আর কেউ নেই ,Personal,0
 এই পৃথিবীতে যদি কোনো নিকৃষ্টতম দেশ আছে তাহলে পাকিস্তান।একটি মুসলিম হয়েও জঘন্যতম কাজ গুলোর জন্ম দেয়।যত ধরনের জঙ্গিবাজ রাজাকার সবার ঘাটি ওই পাকিস্তানের।যেখানে মানুষ মসজিদে নামাজ পড়তে গিয়ে জীবন হারায় বোমা আর গুলির আঘাতে।শত ধিক্কার জানাই এসব রাজাকারের। সালে যে কয়টি আত্মসমর্পণ এর জন্য এসেছিল তাদের ও লাইন করে গুলি করা উচিৎ ছিলো।তাহলে এখন আর কোটি টাকা দাবি করার জন্য আসতো না। ,Political,1
আমি অভিশাপ দিলাম তোকে। তুই আমার প্রেমেই পড়বি।,Personal,0
রেন্ডিয়া গোয়ালের গো মূত্রখোর তোদের মুর্খচোদা ভিখারিদের সাথে কেউ কথা বলে না । কারন তারা জানে তোরা মুর্খের দল ।,Geopolitical,3
"বাবার টাকা চুরি করতে গিয়ে ধরা পরে বাবার হাতে মাইর খাওয়ার পর, আমি খামোখা বুদ্ধির দোষে ধরা খাইছি।",Personal,0
মসজিতে গিয়া ডগি স্টাইলে শুয়ে ১টার পিচে আরকটা পুটকিতে আঙ্গুল দিয়া সুখ লাভ করস তরা হিজড়ার মত।বোকাচোদার মত লুইচ্ছা নবিরে অনুসরন করস।কুরান পরে ধন কারা করস।,Religious,2
মিথ্যা কথা না বলতে পারলে আওয়ামী লীগ নেতা হওয়া যায় না  ,Political,1
"সানি তুমিতো বললে কোন ধর্ম বিরোধী না,তাহলে দেখতে পাচ্ছি কুখ্যাত একটা ইসলাম বিরোধী।",Religious,2
বাংলাদেশে যত চুরি ঘুষ দুনীর্তি এর পিছনে সরাসরি হাছিনা ছাএলীগ যুবলীগ আওয়ামীলীগ  সচিব  এমপি মন্ত্রীরা  জরিত ১০০% ,Political,1
ব্যারিস্টার সুমন দেশের কল্যাণে করা যুবলীগের কোন কর্মকাণ্ডের বর্ণনা দিতে পারেননি।,Political,1
কারা এই কাফের ? তাদের জন্য হাজার রকম শাস্তির ব্যবস্থা কেন?,Religious,2
 এরা মুজিব আদর্শের সৈনিক।মুক্তিযুদ্ধের স্বপক্ষের শক্তি।পুলিশ এদের ধরে ঠিক কাজ করেনি।এর পিছনে জামায়েত শিবিরের হাত আছে।বাণীতে হাসান মাহমুদ। ,Political,1
"শয়তানের দল, বড় বোন মায়ের সমান, ছিঃ ছিঃ ছিঃ ",Personal,0
"বিয়া একটা ধর্মিও সামাযিক প্রথা যাকে আমরা পরিবার বলি আর আসিফ রা বলে সেক্স,যা তারা সম্মতো ভাবে মা বনের সাথে করতে পারে।",Personal,0
মালের যে  সাইজ হয়েছে তাতে মনে হচ্ছে পেকে পুরো ফেঁটে যাবে,Personal,0
 তাহলে মনে হয় জামাত শিবিরের লোক????এ সব কথা বলে বলে আজ দেশের এ অবস্থা । ,Political,1
"তোকে জেল খাটাবো আমি, ওকে,  জেল খাটা ছাড়া তোর আর কোন উপায় নাই।",Personal,0
"বিয়ের দুই মাসেই মা হতে চলছেন নেহা কক্কর,আসলে খেলা আগেই হয়ে গেছে টেলিকাস্ট পরে দেখানো হচ্ছে।",Personal,0
"বন্ধু যাতে পর্ণ না দেখে সে জন্য আমাকে দায়িত্ব দিয়েছে তার গার্লফ্রেন্ড, আর তাকে পর্ণ দেখিয়ে মিটি মিটি তাকাচ্ছি ",Personal,0
এর গান শুনা বন্ধ করে দিলে ভালো হয় যে যেমন তার সাথে তেমন করতে হবে ,Personal,0
সাকিব হাসান কুফরি করেছে। তার অতি দ্রুত তওবা করে মহান আল্লাহর ক্ষমা চাওয়া দরকার।,Religious,2
আপনি আপনার জ্ঞান ধুইয়া পানি খান,Personal,0
"মসজিদে সাদা পোষাকের পুলিশ থাকবে, ওয়াজ মাহফিল রেকর্ড করা হবে ",Religious,2
একদল হায়েনা ও এক জন বীর। দেখুন তাদের অবস্থা কেমন।,Personal,0
"রতনে রতন চেনে, শুয়রে চেনে কচু",Personal,0
ওর ভোদায় বালু ডালো আর সাবোল মারো ,Personal,0
ওয়াজ মাহফিল বন্ধ করা উচিৎ। মসজিদ থেকে আজান দিয়ে শব্দ দূষণ করা হচ্ছে।,Religious,2
"নাস্তিক ওরা হলো দুনিয়ার ময়লা, আবর্জনা আর নর্দমার কীট ভন্ড এক নাম্বার মিথ্যাবাদী ",Religious,2
চীন দুটো সাবমেরিন দিছে বাংলাদেশ কে তাই ভারত দিশেহারা হয়ে উল্টো পাল্টা বলছে,Geopolitical,3
নোয়াখালীর সুবর্ণচরে অস্ত্রসহ ২ সন্ত্রাসী আটক।,Personal,0
"তোমরা আন্দোলন না করে পিকনিক করতাসো? ম্যাডাম, পদ্মাসেতু তো ব্যবহার করবোনা। তাই সাতার দিয়ে পার হওয়ার প্রাক্টিস করসি।",Political,1
"হাজারীবাগে যৌতুকের দাবিতে স্ত্রীকে পিটিয়ে হত্য, স্বামী গ্রেফতার।",Personal,0
রাহুল কেবল মাত্র কোরান মুখস্থ করে রেখেছে এর মধ্যে আর কিছু নেই,Religious,2
গোল্ডেন মনিরের পিছনের শক্তির পরিচয়। দোকানের কর্মচারী থেকে হাজার কোটি টাকার মালিক।,Personal,0
"দাড়া, দুটো বাল ছিড়ে তার হাতে দেই।",Personal,0
তুমি সর্প হয়ে দংশন কর আবার ওঝা হয়ে ঝাড়।,Personal,0
ভারত রেন্ডিমাগি পাকিস্তান খাংকীমাগির পুত। মরুক দুই বানচোত।,Geopolitical,3
"ভাই হাসতে হাসতে চার বার কাপড় নষ্ট করছি, খাওয়ার জন্য ভাত পাইনি শালীর এখন আইছে ভাব দেখাইতে ",Personal,0
"জোরে দে, জোরে দে জোরে জোরে লাগা",Personal,0
মেয়েদের সামনে বাবাকে নগ্ন করে নির্যাতন।,Personal,0
"মাগীর পাছা দেখুন, মনে হয় লকডাউন কিছুটা খুলছে ",Personal,0
নাস্তিকরা নিজেকে অনেক বড় মাপের বিশ্লেষক ভাবে। তারা কখনোই পূর্ণ আয়াতের অনুবাদ করে না। আংশিক কিছু আয়াতের ব্যাখ্যা করে অযৌক্তিক সমালোচনা করে। আর প্রত্যেকবারই নিজেকে  মূর্খ বলে পরিচয় দেয়।,Religious,2
রানু মন্ডল ভিখারি ছিল আবার সেই ভিখারি হয়ে যাবে মানুষের সুখের ভাত সয্য হয় না ,Personal,0
ভারতে বন্ধ করে দেওয়া হলো ঐতিহাসিক হুগলি মাদ্রাসা ,Religious,2
নাস্তিকরা হিজাব ওয়ালা মেয়ে ধর্ষিত হলে বলে এসব বিচ্ছিন্ন ঘটনা আর হিন্দুুু কেউ আক্রান্ত হলে বলে রাষ্ট্র ধর্ম ইসলাম নিষিদ্ধ কর ,Religious,2
রাজনৈতিক মিথ্যা মামলার মাধ্যমে তাকে হত্যা করা হয়েছে। এর পরিনতি বাংলার মানুষ একদিন দেখতে পাবে ইনশাল্লাহ।,Political,1
তোমার যে কোন জায়গায় উকুন আছে তুমি নিজেও জানো না বালের মা ,Personal,0
শালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো প্রেমিকা মীম ,Personal,0
পাকিস্তানি সেনাদের গুলিতে ভারতীয় সৈনিকের মৃত্যু।,Geopolitical,3
খানকির পোলা মিয়ানমারের দিকে যা ভারত কে নিয়ে এত চিনতিত কেন ? মুসলমান শেষ করে দিচছে আর বাইনচোদ ব্যস্ত ভারত কে নিয়ে,Personal,0
হিন্দুুু র্মূখ মালাউনদের ঐ ক্লাবে ঠুকলে গলা ঠাক্কা দিয়ে বের করে দিতে হবে । কারন মালাউনরা টয়লেট করে পানি ব্যবহার করেন ।ওদের গায়ের থেকে গন্ধ আসে হাহাহা হা ।,Religious,2
যারা আল্লাহকে বিশ্বাস করে না তারা মানে যে তারা বানরে থেকে এসেছে সময়ের বিবর্তনের ফলে।।। হাস্যকর বিষয় তাইনা ,Religious,2
ভারতের উইকেট ফেলে দেওয়ার জন্য পাকিস্তান টিমকে অভিনন্দন,Geopolitical,3
মাকে খাওয়ানোর মত টাকা ছিলো কিন্তু ওইরকম রানুর মত মাকে খাওয়ানোর মত টাকা ছিলনা ,Personal,0
আমি জুয়ান একটা মাইয়া বুড়া জামাই দেইখা আমায় বাবায় দিছে বিয়া।,Personal,0
যারা ওপরে সোসাইটিতে বাস করে তারা কখনো চায়না গরীপ মানুষেরা ওদের সোসাইটিতে বাস করুন ,Personal,0
"স্যার, ১০ টাকায় চাল আর ঘরে ঘরে চাকুরী দেয়ার কথা ছিল যে সেটার কি হল??",Political,1
ছিঃ ছিঃ মিথিলা এতো রুচিহীন জঘন্য ,Personal,0
জাতীয় ঐক্য প্রক্রিয়া থেকে ছিটকে পড়ে মাহি'র চুলকানী শুরু হয়ে গেছে । ,Political,1
দেখেন ভারতে বহু জায়গায় খালি তাই তারা জায়গায় দিছে কিন্তু বাংলাদেশে জায়গায় নাই তাই জায়গায় দিতে পারছি না। থাকলে অবশ্যই দিতাম,Geopolitical,3
হিন্দুুু মহিলাকে বোরখা পরিয়ে মুসলিম মহিলাদের নামে মিথ্যা রটানো হচ্ছে।,Religious,2
দরিদ্র মানুষের উন্নতি আমরা কেউ সহ্য করতেই পারিনা এটাই আমাদের মহৎ গুণ ,Personal,0
নুনু কাটা কাঙাল রা যে ভারতের গু খায় তা ওদের খবরের চ্যানেল দেখলে বোঝা যায়,Geopolitical,3
এভাবে ছবি আর দিবা না ছাত্রলীগ নজর দিলে কোন বিচার করবো না ,Geopolitical,3
ব্রো তুমি সেই বাইঞ্চোতটা না?যে সকালে বয়কট ফ্রান্স বলে রাতে ফ্রান্স ওয়েব থ্রি এক্সে ঢোকে ,Geopolitical,3
"দিদিমা বলেছে তোর ধনে পোকা, দোনটা একটু দেখে নেই তো।",Personal,0
 আমিও এর তীব্র নিন্দা জানাই বার্মার রোহিঙ্গা নির্যাতনে। একই ধর্মানুসারী বলেই বাংলার মুসলিমরা এই বিষয়ে সরব থাকবে। বিশেষ করে মিডিয়া গুলো। যদি একটু নিরপেক্ষ মানবিক বিবেক দিয়ে ভাবে তাহলে সহজে উপলব্ধি করত যে নিয়মিত যে হারে বাংলাদেশে সংখ্যালঘু নির্যাতন পীড়ন হত্যা গুম হয় তা বার্মার রোহিঙ্গাদের থেকেও গড়ানুপাতে বেশী। তখন তো ঈমানবাদীরা মালাউন নিয়ে টু শব্দও করে না। বরং ভাবে মালাউন নিধন বা এতে অংশগ্রহন করা বড়মাপের সোহাফ। আঁখির রাতে টি হুর প্রাপ্তি নিশ্চিত হয়। যদি বাংলাদেশে মুসলিমরা সংখ্যালঘু নির্যাতন করে ,Religious,2
জেলাস ত্যাগ করো সব কষ্টের অবসান হবে ,Personal,0
লুঙি মায়ার লুঙি নাচারে আড়ালে আছে শত শত অপকর্ম,Geopolitical,3
"কি মানুষরে বাবা, কেমন করে ছি!  এ শালার কি মানুষ নাকি রে ভাই?",Personal,0
"আমি চাই আমার বিয়েতে আমার বন্ধুরা এরকম কিছু সুন্দর ছবি ক্যামেরাবন্দী করুক, কিন্তু শালারাতো মাল খেয়ে স্টেজের পিছনে পরে থাকবে ",Personal,0
দুই দিনের বৈরাগী ভাত কে বলে অন্য শয়তান মহিলা এক নাম্বার বেইমান দয়াকরে লতা ম্যাডাম এর সাথে তুলনা করা যায় না ,Personal,0
আমি পাদ মরি গন্ধ তুমার নাকের সামনে যায় না। এটা হলো সৃষ্টিকরতার প্রমাণ।,Religious,2
তোরা নিজেদের চরকায় তেল দে। তোর মতো ছুচো বা চিকা একটা মলের কিট শান্তির( ইসলামের) কথা না বললেও চলবে।,Religious,2
"উত্তাল ঢাকা, ধর্ষক দিহানের ফাঁসি চাই।",Personal,0
বাংলাদেশি ও রোহিঙ্গাদের গুলি করা উচিৎ।,Geopolitical,3
হাটহাজারী কাশ্মীরে  পরিণত হয়েছে। বাসায় বাসায় তল্লাশি ও হুশিয়ারী কেন?,Personal,0
শ্রীলেখা যদি কাঁচা কথায় ন্যাংটো হন বা কাপড় খুলে দেখান।তাহলে কি অবিশ্বাস্য কিছু দেখা যাবে বা আলাদা কিছু দেখা যাবে।,Personal,0
"অপরাধী বউ অপরাধের ঢেউ, চুদতে চায় না তাকে কেউ।",Personal,0
 বিএনপি দেখে ভয় পেয়ে গেছে কুত্তালীগ ,Political,1
তোগোরে মারা বাকি ছিলো তাইলে? ,Personal,0
আজকে সানাইকে দেখলে সানি লিওন লজ্জা পেয়ে যেতো।আর মিয়া খলিফা তো আত্মহত্যা করে ফেলতো। ,Personal,0
রাণু মণ্ডলের মেয়েকে ধরে তাপরানো দরকার ,Personal,0
মাগীর বাচ্চা খানকি কাংলাদেশির বাচ্চা। তোর আম্মির ভোদা দেশি লেলি কুত্তা দিয়া চোদাই মাগীর বাচ্চা।,Personal,0
ডেডি কে তোর আমি শ^শুর বানাবো। বিয়ের পর তোকে আমি চাকর বানাবো।,Personal,0
পাগল মহিলা হল রানু মন্ডল আপনি একদম ঠিক বলেছেন ভাই ,Personal,0
জেফারের মাথা কামাই দিতে ইচ্ছা করে ,Personal,0
